,Unnamed: 0,codigo,bairro,valor,condominio+iptu,area,banheiros,suites,garagem,portao eletronico,DCE,salas,total de uni.,varanda,piscinas,posicao,garagem.1,descricao da vaga,unidade por andar,sol da manha,playground,circuito de tv,quadra de esporte,jardins,elevador,academia,hall social,sauna,salao de festas,quartos,banheiros.1,suites.1,portaria permanente
562,562,422654,jardim da penha,500000.0,937.74,144.0,3.0,1.0,2.0,1,1,1,12,1,0, Frente,2, 01 solidária ,4,0,0,0,0,0,0,0,0,0,1,3,3,1,0
802,802,578413,mata da praia,750000.0,735.0,130.0,2.0,1.0,2.0,1,1,1,8,1,0, Frente,2, soltas e cobertas ,2,1,0,0,0,0,1,0,0,1,1,3,2,1,0
472,472,615009,praia do canto,450000.0,946.45,140.0,1.0,1.0,1.0,1,1,1,16,1,0, Frente,1, privativa / livre / coberta ,4,0,0,0,0,0,1,0,1,0,0,3,1,1,0
1259,189,644917,jockey de itaparica,140000.0,210.0,51.77,1.0,,1.0,1,0,1,16,0,0, Frente,1, ,4,0,1,1,0,1,0,0,0,0,1,2,1,0,1
151,151,599897,praia do canto,285000.0,444.74,55.0,1.0,1.0,1.0,0,0,1,78,0,0, Lateral,1," livre, coberta e rodizio. ",6,1,0,1,0,0,1,0,1,0,0,1,1,1,1
1329,259,665698,praia de itaparica,310000.0,300.0,62.68,1.0,1.0,1.0,1,0,1,112,1,1, Fundo,1, privativa e coberta - nº 12 mezanino ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
1367,297,138176,itapuã,370000.0,456.0,83.0,1.0,1.0,1.0,1,0,1,40,1,1, Frente,1, ,4,0,0,1,0,1,1,0,1,1,1,2,1,1,1
533,533,650687,bento ferreira,484700.0,598.47,67.82,1.0,1.0,2.0,1,0,1,32,1,1, Frente,2, coberta ,4,1,0,1,0,0,1,1,1,1,1,2,1,1,1
1423,353,630709,praia da costa,550000.0,2081.03,110.0,1.0,1.0,2.0,0,0,1,40,1,1, Frente,2, 12 e 12 a no subsolo ,4,0,0,1,0,0,1,0,1,1,1,3,1,1,1
402,402,89247,barro vermelho,410000.0,314.63,75.0,2.0,1.0,1.0,1,0,1,272,1,0, Fundo,1, privativa ,4,0,1,0,0,1,1,0,1,0,1,3,2,1,1
592,592,455333,santa lúcia,540000.0,685.82,100.0,3.0,1.0,2.0,1,0,1,24,2,1, Frente,2, privativas ,3,0,0,1,0,1,1,0,1,0,1,3,3,1,0
1240,170,593149,colina de laranjeiras,280000.0,795.0,72.0,1.0,1.0,2.0,1,0,1,280,1,1, Frente,2, coberta/ descoberta ,4,1,1,1,0,1,1,1,0,1,1,2,1,1,1
136,136,358459,praia de santa helena,279000.0,536.18,78.0,2.0,,1.0,1,1,1,32,0,0, Frente,1, livre e coberta. ,4,1,0,0,0,1,1,0,1,0,0,2,2,0,1
530,530,649783,mata da praia,480000.0,481.0,80.0,1.0,1.0,1.0,1,0,1,66,1,0, Frente,1, privativa / coberta ,6,0,0,1,0,0,1,0,1,0,0,2,1,1,1
875,875,659563,jardim da penha,899900.0,0.0,90.0,2.0,1.0,2.0,1,0,2,24,0,1, Frente,2, ,4,0,0,0,0,1,1,0,1,1,1,2,2,1,1
393,393,650463,jardim camburi,400000.0,371.0,62.0,2.0,1.0,1.0,1,0,0,75,1,1, Lateral,1, coberta ,6,0,1,1,0,1,1,1,1,1,1,2,2,1,1
664,664,510042,jardim camburi,599000.0,815.0,114.75,3.0,1.0,2.0,1,1,1,28,1,1, Lateral,2, privativas ,4,0,0,1,0,1,1,0,1,0,1,3,3,1,1
550,550,656476,praia do canto,495000.0,822.0,93.0,1.0,1.0,1.0,1,1,1,18,3,0, Frente,1," privativa, livre, coberta ",2,1,0,1,0,1,1,0,1,0,1,2,1,1,0
927,927,482688,jardim camburi,1067900.0,980.0,167.19,1.0,3.0,2.0,1,1,1,60,2,1, Lateral,2, cobertas solidárias ,3,0,1,1,0,1,1,1,1,1,1,4,1,3,1
644,644,639967,enseada do suá,580000.0,470.0,99.0,2.0,1.0,1.0,0,1,1,48,1,0, Fundo,1, livre e coberta ,4,1,1,1,0,1,1,0,1,0,1,3,2,1,1
449,449,605862,enseada do suá,435000.0,512.06,71.82,1.0,1.0,1.0,1,0,1,144,1,1, Frente,1," privativa, livre e coberta. ",6,1,1,1,1,0,1,1,1,1,1,2,1,1,1
33,33,602541,lourdes,215000.0,252.14,74.0,2.0,0.0,0.0,1,1,1,16,0,0, Frente,0, vaga alugada ,4,0,0,0,0,0,0,0,1,0,0,2,2,0,0
715,715,553369,jardim da penha,650000.0,480.0,84.28,1.0,1.0,2.0,1,0,1,48,1,1, Frente,2, solidarias e cobertas ,12,0,0,0,0,1,1,0,1,1,1,3,1,1,1
94,94,656829,centro,259000.0,455.85,110.0,1.0,0.0,1.0,0,1,1,52,0,0, Frente,1, coberta e presa ,4,1,0,1,0,0,1,0,1,0,0,3,1,0,1
818,818,623033,praia do canto,780000.0,806.75,178.0,3.0,1.0,1.0,0,1,2,36,1,0, Frente,1, livre ,4,1,0,0,0,1,1,0,1,0,1,4,3,1,1
323,323,637636,mata da praia,370000.0,456.65,100.0,3.0,1.0,1.0,0,0,1,6,0,0, Frente,1," privativa, livre e coberta. ",2,0,0,0,0,0,0,0,0,0,0,3,3,1,0
907,907,627193,praia do canto,980000.0,1616.65,250.98,3.0,1.0,3.0,1,1,1,22,1,1, Frente,3, privativa / livre / coberta ,2,1,0,1,0,1,1,0,1,0,1,3,3,1,1
4,4,545440,bento ferreira,155000.0,230.0,36.0,1.0,0.0,1.0,1,0,1,54,0,0, Frente,1, privativa e coberta ,6,0,0,1,0,0,1,0,0,0,0,1,1,0,0
1089,19,635454,valparaíso,110000.0,248.2,54.0,1.0,,1.0,1,0,1,16,0,0, Frente,1, rotativa descoberta  ,4,0,1,0,1,1,0,1,1,0,1,2,1,0,1
1083,13,661560,valparaíso,105000.0,351.99,46.2,1.0,,1.0,1,0,1,16,0,0, Fundo,1, livre descoberta ,4,0,0,1,1,1,0,0,0,0,0,2,1,0,0
716,716,613468,bento ferreira,650000.0,570.1,86.0,1.0,1.0,2.0,1,0,1,52,2,1, Lateral,2, solidárias e cobertas ,4,0,1,1,1,1,1,1,1,1,1,3,1,1,1
922,922,654446,jardim da penha,1000000.0,1328.41,117.0,3.0,1.0,2.0,1,1,1,25,1,1, Lateral,2, cobertas e solidárias ( subsolo) ,5,0,0,1,0,1,1,0,1,1,1,4,3,1,0
577,577,489462,bento ferreira,525000.0,845.0,130.0,3.0,1.0,1.0,1,1,1,32,1,1, Frente,1," privativa, livre e coberta ",4,1,0,1,0,1,1,0,1,0,1,3,3,1,1
17,17,658963,jardim camburi,190000.0,290.0,75.0,1.0,0.0,1.0,0,0,1,96,0,0, Frente,1, ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
351,351,593862,enseada do suá,385000.0,0.0,85.0,3.0,1.0,1.0,1,1,1,90,1,1, Lateral,1, privativa coberta e livre ,6,0,0,1,0,1,1,1,1,0,1,2,3,1,1
221,221,639270,praia de santa helena,320000.0,502.3,68.0,2.0,1.0,1.0,1,0,1,75,1,1, Frente,1, livre coberta no pavimento g2 ,5,1,0,1,0,1,1,1,1,1,1,2,2,1,1
889,889,653584,bento ferreira,900000.0,915.0,128.46,1.0,3.0,2.0,1,0,1,52,2,1, Frente,2, privativa ,4,0,1,1,0,1,1,1,1,1,1,3,1,3,0
138,138,504908,jardim camburi,280000.0,0.0,52.0,1.0,0.0,1.0,1,0,1,18,0,0, Lateral,1, privativa e coberta ,6,0,0,0,0,0,0,0,0,0,0,2,1,0,0
257,257,640275,jardim camburi,340000.0,582.9,78.0,1.0,1.0,1.0,1,0,1,0,1,0, Fundo,1, ,0,1,0,0,0,1,1,0,1,0,1,3,1,1,1
834,834,348740,mata da praia,800000.0,679.15,119.37,2.0,1.0,2.0,1,1,3,52,1,1, Fundo,2, coberta ,4,1,1,1,0,1,1,0,1,1,1,3,2,1,1
697,697,536610,jardim camburi,640000.0,390.0,90.0,3.0,1.0,2.0,1,0,2,54,1,1, Frente,2, soltas ,6,0,1,1,0,1,1,1,1,1,1,3,3,1,1
890,890,653431,jardim da penha,900000.0,630.57,173.3,3.0,1.0,2.0,1,0,2,16,2,0, Fundo,2," privativas, cobertas e livres ",4,1,0,1,0,1,1,0,1,0,0,4,3,1,1
947,947,618525,jardim da penha,1200000.0,800.0,228.67,1.0,1.0,2.0,1,1,2,8,1,1, Frente,2, livres / cobertas ,2,1,0,1,0,1,1,0,1,0,0,4,1,1,0
1341,271,538800,praia da costa,340000.0,1090.0,100.0,1.0,1.0,1.0,1,0,1,40,1,1, Frente,1, ,4,0,0,0,0,1,1,0,1,1,1,2,1,1,1
1235,165,645055,hélio ferraz,265000.0,292.7,63.0,2.0,1.0,1.0,1,0,1,72,1,1, Frente,1, livre e descoberta ,4,1,1,1,1,1,1,1,0,1,1,2,2,1,1
12,12,643735,jardim camburi,184500.0,296.53,50.0,1.0,,1.0,1,0,1,180,0,0, Frente,1, ,4,1,1,1,1,1,0,0,0,0,1,2,1,0,1
863,863,647576,praia do canto,860000.0,816.7,184.0,3.0,1.0,1.0,0,1,2,168,1,1, Frente,1, solidária ,6,1,1,0,1,0,1,0,1,1,0,3,3,1,1
856,856,629639,jardim da penha,850000.0,1100.0,120.0,2.0,1.0,2.0,1,1,1,10,2,0, Frente,2, livres e cobertas ,2,1,0,1,0,1,1,0,1,0,0,4,2,1,0
971,971,626337,jardim camburi,1300000.0,939.75,250.0,1.0,3.0,3.0,1,0,1,36,1,1, Frente,3, soltas/ cobertas ,4,0,1,1,0,1,1,0,1,0,1,4,1,3,0
1442,372,635226,praia da costa,650000.0,1659.0,125.0,1.0,1.0,2.0,1,1,1,72,1,1, Lateral,2, coberta e privativa ,4,1,0,1,0,1,1,0,1,1,1,3,1,1,1
1042,1042,519301,mata da praia,2300000.0,1400.0,250.0,1.0,4.0,3.0,1,1,2,26,1,1, Frente,3," privativa, livre, solidária e coberta ",2,1,1,1,1,1,1,1,1,1,1,4,1,4,0
1450,380,648959,praia da costa,682000.0,0.0,107.64,1.0,1.0,2.0,1,1,1,64,1,1, Frente,2, privativa e semi coberta  ,4,1,1,1,0,1,1,1,1,1,1,3,1,1,1
1223,153,633875,valparaíso,250000.0,354.88,61.52,1.0,1.0,1.0,1,0,1,96,1,1, Frente,1, privativa descoberta ,8,1,1,1,1,1,1,1,1,0,1,2,1,1,1
915,915,625578,praia do canto,990000.0,644.2,107.0,3.0,1.0,3.0,0,0,1,72,2,1, Frente,3, ,4,1,0,1,0,1,1,1,1,1,1,3,3,1,1
198,198,663015,jardim camburi,300000.0,369.87,60.0,2.0,1.0,1.0,1,0,1,60,1,0, Frente,1," coberta, privativa e livre ",6,1,0,1,0,1,1,0,1,0,1,2,2,1,0
861,861,658993,mata da praia,850000.0,850.0,115.0,1.0,1.0,2.0,1,1,2,52,1,0, Fundo,2, soltas e cobertas ,4,0,0,0,0,0,0,0,1,1,1,3,1,1,1
248,248,647629,praia de santa helena,330000.0,1100.0,68.0,1.0,1.0,1.0,1,0,1,32,1,1, Frente,1, coberta ,4,1,0,1,0,0,1,0,0,1,0,2,1,1,1
73,73,540656,bento ferreira,250000.0,500.0,70.0,1.0,0.0,1.0,1,1,1,90,1,1, Frente,1, privativa ,6,0,1,1,1,1,1,0,1,1,1,2,1,0,1
1320,250,551127,praia da costa,300000.0,330.0,90.0,1.0,0.0,0.0,0,0,1,16,0,0, Frente,0, ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,1
1158,88,577184,morada de laranjeiras,158000.0,250.0,60.0,2.0,1.0,1.0,1,0,1,96,1,1, Frente,1, privativa ,8,1,1,1,0,1,1,0,1,0,1,2,2,1,1
596,596,627529,praia do canto,540000.0,681.49,62.0,2.0,1.0,1.0,1,0,1,40,1,1, Fundo,1, privativa ,2,0,1,1,0,0,1,1,1,1,0,2,2,1,1
1103,33,604091,manguinhos,125000.0,190.0,47.0,1.0,,1.0,1,0,1,512,0,1, Frente,1, vaga descoberta ,8,1,1,1,1,1,1,1,0,0,1,2,1,0,1
1437,367,665425,praia da costa,630000.0,1592.77,211.0,1.0,1.0,2.0,1,1,1,20,2,0, Frente,2, privativa e coberta ,2,1,0,1,0,1,1,0,1,1,1,4,1,1,0
977,977,509927,praia do canto,1350000.0,1600.0,230.0,5.0,4.0,3.0,1,1,2,10,2,1, Frente,3, privativas e cobertas ,1,1,0,0,0,1,1,0,1,0,1,4,5,4,1
141,141,610273,jardim da penha,280000.0,144.0,76.0,1.0,,1.0,0,0,1,16,0,0, Frente,1, privativa ,4,0,0,0,0,0,0,0,0,0,0,3,1,0,0
738,738,594545,bento ferreira,680000.0,597.85,120.0,1.0,1.0,1.0,1,1,2,48,1,0, Frente,1," privativa, livre e coberta ",4,1,1,1,0,1,1,0,1,1,1,4,1,1,1
174,174,656611,centro,295000.0,694.82,120.0,2.0,1.0,1.0,1,0,1,44,0,0, Fundo,1," privativa, coberta ",4,0,0,0,0,0,1,0,1,0,0,3,2,1,1
238,238,615005,jardim camburi,330000.0,708.0,64.05,2.0,1.0,1.0,0,0,1,64,1,0, Frente,1, coberta ,4,0,0,1,0,1,1,0,1,0,1,2,2,1,1
1037,1037,548020,praia de santa helena,2200000.0,1497.59,210.0,5.0,3.0,4.0,1,1,2,52,2,1, Frente,4, privativas/cobertas/livres/solidarias ,2,1,1,1,1,1,1,1,1,1,1,4,5,3,1
1272,202,606464,praia de itaparica,190000.0,0.0,65.0,1.0,,1.0,1,0,1,42,1,0, Lateral,1," privativa, coberta e livre ",6,1,0,1,0,1,1,0,1,0,1,2,1,0,1
1201,131,649891,morada de laranjeiras,213055.0,484.0,52.29,1.0,1.0,1.0,0,0,1,96,1,1, Frente,1, ,8,1,1,1,0,0,1,1,1,1,1,2,1,1,1
1187,117,591420,morada de laranjeiras,190000.0,220.0,70.0,1.0,1.0,1.0,0,0,1,96,1,1, Lateral,1, livre e descoberta ,8,0,1,1,0,1,1,1,0,1,1,2,1,1,1
852,852,138972,mata da praia,850000.0,600.0,135.0,1.0,1.0,1.0,1,1,1,52,2,1, Frente,1, privativa /coberta ,4,0,1,1,1,0,1,0,0,1,1,3,1,1,1
2,2,494064,praia do canto,150000.0,281.0,42.0,1.0,0.0,1.0,1,0,1,0,1,0, Frente,1, livre e coberta ,6,1,0,1,0,0,1,0,1,0,0,1,1,0,1
672,672,665236,bento ferreira,600000.0,529.57,120.0,1.0,1.0,1.0,1,1,1,0,1,0, Frente,1, privativa ,0,1,1,1,0,1,1,0,1,1,1,4,1,1,1
831,831,567801,mata da praia,798000.0,0.0,71.2,1.0,1.0,2.0,0,0,1,52,0,1, Lateral,2, coberta ,4,1,1,1,0,0,1,0,1,1,1,2,1,1,1
40,40,644238,jardim da penha,220000.0,270.86,50.0,1.0,,1.0,1,0,1,32,0,0, Lateral,1, rotativa e sem cobertura. ,4,0,0,0,0,0,0,0,0,0,0,2,1,0,0
1180,110,664481,planalto de carapina,180000.0,313.66,64.61,1.0,1.0,1.0,1,0,1,96,1,1, Fundo,1, privativa coberta nº 550 ,8,1,1,1,1,1,1,1,1,0,1,2,1,1,1
1255,185,542498,morada de laranjeiras,911900.0,717.53,183.0,2.0,2.0,2.0,1,0,2,52,2,1, Frente,2, privativas cobertas ,4,0,0,1,0,0,1,0,1,1,1,4,2,2,1
474,474,617084,jardim da penha,450000.0,440.0,65.0,2.0,1.0,2.0,0,0,1,40,1,0, Frente,2, privativa e coberta ,8,0,0,1,0,1,1,0,1,0,0,2,2,1,0
1178,108,657231,morada de laranjeiras,180000.0,27.0,73.0,1.0,,1.0,1,0,1,96,1,1, Fundo,1, privativa descoberta  ,8,1,1,1,1,1,1,0,1,0,1,2,1,0,1
937,937,486633,jardim da penha,1150000.0,2050.0,221.0,2.0,2.0,2.0,1,1,2,4,2,0, Frente,2, privativas e cobertas ,1,1,0,1,0,1,1,0,1,1,1,4,2,2,0
832,832,646488,jardim camburi,798000.0,574.35,137.0,1.0,2.0,2.0,1,0,0,36,1,1, Frente,2, ,4,1,0,0,0,0,1,0,1,1,1,3,1,2,0
1029,1029,413003,praia do canto,2080000.0,1431.0,240.0,1.0,4.0,3.0,1,1,1,1,1,1, Frente,3, livre e solidária ,16,1,1,1,1,1,1,0,1,1,1,4,1,4,1
553,553,352284,santa helena,500000.0,1175.0,117.0,1.0,1.0,2.0,1,1,1,14,2,1, Frente,2, privativa / coberta ,1,0,0,0,0,1,1,0,1,0,1,3,1,1,1
1032,1032,577801,praia do canto,2100000.0,2920.0,400.0,4.0,2.0,2.0,1,1,3,14,1,0, Frente,2, privativas ,1,1,0,1,0,1,1,0,1,0,1,4,4,2,1
126,126,640279,santa cecília,270000.0,310.0,59.86,1.0,1.0,1.0,1,0,1,40,1,1, Lateral,1, vaga nº 12 pilotis descoberta ,4,1,1,0,0,1,1,1,1,1,1,2,1,1,1
1070,0,650504,castelândia,79000.0,274.83,50.0,1.0,0.0,1.0,1,0,1,16,0,0, Frente,1, descoberta  ,4,0,1,0,1,1,0,0,0,0,1,2,1,0,1
666,666,620397,mata da praia,600000.0,482.29,92.0,2.0,1.0,1.0,1,0,1,102,1,1, Fundo,1," privativa, descoberta ",3,0,1,1,1,1,1,1,1,1,1,2,2,1,1
131,131,596439,santa cecília,275000.0,360.0,90.0,2.0,,1.0,1,0,1,16,0,0, Frente,1, privativa ,4,1,0,0,0,1,0,0,0,0,0,3,2,0,0
774,774,635892,bento ferreira,700000.0,645.6,104.0,2.0,1.0,2.0,1,0,1,48,1,1, Lateral,2, cobertas - privativas e solidarias 105 e 106 ,4,0,1,1,1,1,1,1,1,1,1,3,2,1,1
1458,388,518332,praia de itaparica,700000.0,1620.96,100.0,3.0,1.0,2.0,1,1,1,128,2,0, Lateral,2, privativa e coberta ,8,0,1,1,1,1,1,1,1,1,1,3,3,1,1
661,661,578359,praia do canto,595000.0,1507.01,130.0,1.0,1.0,1.0,1,0,2,16,0,0, Frente,1, rotativa ,2,1,0,0,0,0,1,0,1,0,0,3,1,1,1
506,506,105650,bento ferreira,469000.0,623.16,97.0,3.0,1.0,1.0,1,0,1,16,1,0, Frente,1," privativa, coberta e livre com 10,60 m² + 01 box na garagem (depósito). ",2,1,0,1,0,1,1,1,1,0,1,3,3,1,0
496,496,480289,bento ferreira,460000.0,260.0,96.0,2.0,1.0,2.0,1,1,1,60,1,1, Frente,2, privativas ,4,0,0,1,0,1,1,0,0,1,1,3,2,1,1
980,980,512005,praia do canto,1350000.0,1379.0,180.0,1.0,2.0,2.0,1,1,2,26,1,1, Frente,2, solidárias ,2,1,1,1,0,1,1,0,1,1,1,4,1,2,1
9,9,625231,maruípe,175000.0,549.0,80.0,2.0,,1.0,0,0,1,12,0,0, Lateral,1, privativa ,4,1,1,1,0,1,0,0,0,0,0,2,2,0,1
1311,241,644847,praia da costa,281000.0,285.0,80.0,1.0,,1.0,1,1,1,16,3,0, Frente,1, privativa e coberta - vaga s 19 ,4,0,0,1,0,1,0,0,1,0,0,2,1,0,0
442,442,637196,santa luíza,430000.0,749.6,120.0,1.0,1.0,1.0,1,0,2,102,2,1, Fundo,1," privativa, solta e coberta ",6,1,1,1,1,1,1,1,1,1,1,3,1,1,1
213,213,593441,praia do suá,320000.0,508.0,85.0,2.0,1.0,1.0,1,0,1,102,0,0, Frente,1, coberta - privativa e livre ,6,1,0,1,0,0,1,0,1,0,0,3,2,1,1
923,923,656982,praia do canto,1020000.0,772.57,140.0,1.0,1.0,2.0,0,1,3,32,2,1, Frente,2, soltas e cobertas ,2,1,0,1,0,1,1,0,1,0,1,3,1,1,1
1136,66,664563,jardim limoeiro,140000.0,362.54,48.02,1.0,0.0,1.0,1,0,1,132,1,1, Frente,1, privativa descoberta  ,12,1,1,1,1,1,0,1,0,0,1,2,1,0,1
732,732,642195,jardim camburi,665000.0,639.5,114.0,1.0,1.0,2.0,1,0,1,28,1,1, Lateral,2," privativas, cobertas e solidárias ",4,0,1,1,1,1,1,1,1,1,1,4,1,1,1
392,392,631950,jardim camburi,400000.0,0.0,62.55,2.0,1.0,1.0,1,0,1,20,1,0, Frente,1, livre e coberta ,5,0,0,1,0,1,1,0,1,0,1,2,2,1,1
1013,1013,432391,praia de santa helena,1700000.0,1599.5,265.0,6.0,4.0,4.0,1,1,3,46,3,1, Frente,4, 2 livres e 2 solidárias ,2,1,1,1,1,1,1,1,1,1,1,4,6,4,1
1252,182,434236,fátima,393000.0,31.19,115.0,2.0,1.0,1.0,1,0,1,8,1,0, Frente,1, ,2,0,0,0,0,0,1,0,1,0,0,3,2,1,0
1167,97,628811,jardim limoeiro,168000.0,480.0,52.0,1.0,0.0,1.0,1,0,1,72,1,0, Frente,1, privativa e coberta ,4,0,1,1,0,0,0,0,1,0,1,2,1,0,1
497,497,597823,santa terezinha,460000.0,497.47,95.0,1.0,1.0,2.0,1,0,1,40,1,0, Lateral,2, privativas e cobertas ,5,0,1,0,0,1,1,0,1,0,1,3,1,1,1
1300,230,606488,praia de itaparica,260000.0,320.0,50.0,1.0,0.0,1.0,1,0,1,96,1,1, Fundo,1, privativa ,8,0,1,1,0,0,1,1,1,1,1,1,1,0,1
1421,351,654934,itapuã,540000.0,0.0,81.81,3.0,1.0,2.0,1,0,0,52,0,1, Outros,2, 02 vagas de garagem soltas no subsolo ,4,1,1,1,0,0,0,1,1,1,1,3,3,1,1
259,259,644747,jardim camburi,340000.0,0.0,54.56,1.0,1.0,1.0,1,0,1,42,1,1, Fundo,1, coberta ,6,0,1,0,0,1,1,0,1,0,1,2,1,1,0
266,266,579908,jardim da penha,349000.0,433.16,65.0,1.0,0.0,1.0,1,0,1,30,1,0, Frente,1, privativa e coberta - nº 101 ,6,0,0,0,0,0,1,0,0,0,0,2,1,0,0
1263,193,665270,boa vista ii,150000.0,150.0,60.0,1.0,,1.0,1,0,1,46,1,0, Lateral,1, privativa / coberta / livre ,6,1,1,1,0,1,1,0,1,0,0,2,1,0,1
573,573,625955,barro vermelho,520000.0,655.0,78.18,3.0,1.0,1.0,1,0,1,18,1,1, Frente,1, subsolo ,2,1,0,1,0,1,1,0,1,1,1,2,3,1,0
601,601,480835,santa luíza,548100.0,650.91,66.02,1.0,1.0,1.0,1,0,1,114,1,1, Lateral,1, livre coberta ,6,1,1,1,0,1,1,1,1,1,1,2,1,1,1
147,147,494313,jardim camburi,280000.0,290.5,70.0,2.0,0.0,1.0,1,0,1,12,0,0, Frente,1, coberta ,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0
1016,1016,517307,barro vermelho,1700000.0,1200.0,240.0,5.0,3.0,4.0,1,0,2,39,2,1, Frente,4, 3 vagas livres e 1 vaga presa. todas são no térreo. ,3,1,1,1,1,1,1,1,1,1,1,4,5,3,1
357,357,565429,jardim da penha,388000.0,788.0,65.0,1.0,0.0,1.0,1,0,1,30,1,0, Fundo,1, privativa e coberta ,6,0,0,1,0,0,1,0,0,0,0,2,1,0,0
43,43,654731,praia do canto,220000.0,380.0,39.99,1.0,,1.0,1,0,1,231,1,0, Frente,1, coberta ,21,1,0,1,0,0,1,0,1,0,0,1,1,0,1
460,460,572504,jardim camburi,445000.0,513.3,77.0,2.0,1.0,2.0,1,0,1,48,1,0, Fundo,2, privativas e cobertas ,6,0,0,1,0,1,1,0,1,1,1,3,2,1,1
307,307,620621,jardim camburi,361000.0,300.0,51.0,1.0,1.0,1.0,1,0,1,28,0,1, Lateral,1, privativa ,4,0,0,1,0,0,1,0,1,0,1,2,1,1,1
205,205,635747,jardim camburi,315000.0,312.28,53.49,2.0,1.0,1.0,1,0,1,12,1,0, Lateral,1, ,2,1,0,1,0,1,1,0,0,0,0,2,2,1,0
199,199,592382,praia do canto,305000.0,450.0,98.0,2.0,1.0,1.0,1,1,1,168,1,1, Fundo,1, livre e coberta térreo ,6,0,0,1,1,1,1,0,1,1,1,3,2,1,1
173,173,503196,jardim camburi,295000.0,353.0,68.0,2.0,1.0,1.0,1,0,1,72,1,0, Frente,1, livre coberta  ,8,0,0,1,0,1,1,0,1,0,1,2,2,1,1
103,103,665452,jardim camburi,260000.0,366.37,80.0,2.0,,1.0,1,1,1,20,0,0, Fundo,1, ,4,0,0,1,0,1,0,0,1,0,0,2,2,0,0
582,582,630848,mata da praia,530000.0,350.0,118.0,1.0,1.0,1.0,0,0,1,6,1,0, Frente,1, privativa / coberta (cabem 02 carros) ,2,0,1,0,1,0,1,0,1,0,0,3,1,1,1
3,3,664485,ilha de monte belo,150000.0,350.0,126.0,1.0,,0.0,0,0,1,12,0,0, Frente,0, ,4,1,0,0,0,0,0,0,0,0,0,3,1,0,0
580,580,612880,enseada do suá,530000.0,665.55,71.0,1.0,1.0,1.0,1,0,1,162,1,1, Lateral,1," privativa, livre e coberta ",8,0,1,1,1,1,1,1,1,1,1,2,1,1,1
645,645,652347,jardim da penha,580000.0,539.0,139.0,2.0,1.0,2.0,0,0,1,8,1,0, Frente,2, solidárias  ,2,0,0,1,0,1,1,0,1,0,0,4,2,1,0
1119,49,634768,jardim limoeiro,130000.0,284.18,48.0,2.0,,1.0,1,0,1,132,1,1, Frente,1, privativa descoberta  ,12,1,1,0,1,1,1,1,0,0,1,2,2,0,1
239,239,595830,jardim camburi,330000.0,500.0,70.0,2.0,1.0,1.0,1,0,1,24,1,1, Frente,1, privativa e coberta ,6,1,0,1,0,0,1,0,1,0,1,3,2,1,0
390,390,626273,praia do canto,400000.0,515.0,96.0,1.0,0.0,1.0,1,1,1,168,1,1, Fundo,1, privativa / livre / coberta ,2,0,0,1,1,1,1,0,1,1,1,3,1,0,1
182,182,594577,santa cecília,300000.0,580.0,60.0,1.0,1.0,1.0,1,0,1,40,1,1, Lateral,1, coberta ,4,1,1,1,0,1,1,1,1,1,1,2,1,1,1
1338,268,503296,praia da costa,330000.0,1042.0,80.0,1.0,,1.0,1,1,1,40,1,0, Fundo,1, coberta e livre ,4,0,0,1,0,0,1,0,0,0,0,2,1,0,1
1184,114,556104,morada de laranjeiras,190000.0,420.0,54.0,1.0,0.0,1.0,1,0,1,88,1,1, Frente,1, nº192 ,8,0,1,1,1,1,1,1,1,1,1,2,1,0,1
1380,310,652279,praia de itaparica,399900.0,815.0,91.69,1.0,1.0,2.0,1,0,1,176,1,1, Frente,2, privativa e coberta ,8,1,1,1,0,1,1,1,1,1,1,3,1,1,1
659,659,354949,praia do canto,590000.0,871.0,150.0,1.0,1.0,1.0,1,1,1,12,0,0, Frente,1, coletiva e presa ,2,1,0,0,0,0,1,0,1,0,0,3,1,1,0
698,698,536703,santa terezinha,640000.0,408.29,90.0,2.0,1.0,2.0,1,0,2,54,2,1, Fundo,2, solidárias ,6,1,1,1,0,1,1,1,1,1,1,3,2,1,1
1455,385,518329,praia de itaparica,700000.0,500.0,100.0,3.0,1.0,2.0,0,0,1,120,2,1, Lateral,2," demarcadas, livres e cobertas ",8,1,1,1,1,1,1,1,1,1,1,3,3,1,1
819,819,641102,jardim camburi,780000.0,615.0,144.0,4.0,2.0,2.0,1,1,2,7,3,1, Frente,2, cobertas e solidárias no térreo e vagas para visitantes ,1,1,1,1,0,1,1,0,1,1,1,4,4,2,0
487,487,651003,jardim camburi,450000.0,825.0,112.0,3.0,1.0,1.0,1,1,1,12,1,0, Frente,1, coberta ,4,0,0,1,0,1,1,0,1,0,0,3,3,1,0
957,957,554678,praia do canto,1250000.0,1100.0,288.0,5.0,2.0,2.0,1,1,3,14,1,1, Frente,2, privativa e cobertas ,2,1,0,0,0,1,1,0,0,0,1,3,5,2,0
599,599,520453,jardim camburi,545000.0,570.0,90.0,1.0,1.0,2.0,1,0,2,18,1,1, Fundo,2, privativas/cobertas/solidárias ,3,1,1,1,0,1,1,0,1,1,1,2,1,1,0
